"Time","vhx","vhy"
524,1.154828684603549e-06,-2.115628563986854e-06
525,1.165325031517855e-06,-2.140457114788473e-06
526,1.175706309429327e-06,-2.165066482367492e-06
527,1.185970156341245e-06,-2.189449627274197e-06
528,1.196114219061511e-06,-2.213599565523958e-06
529,1.206136153579147e-06,-2.237509370547138e-06
530,1.216033625443433e-06,-2.261172175072642e-06
531,1.22580431014566e-06,-2.28458117294558e-06
532,1.235445893503404e-06,-2.307729620879513e-06
533,1.244956072047298e-06,-2.330610840144038e-06
534,1.254332553410174e-06,-2.353218218188342e-06
535,1.26357305671852e-06,-2.375545210201664e-06
536,1.272675312986155e-06,-2.39758534061141e-06
537,1.281637065510017e-06,-2.419332204520104e-06
538,1.290456070267994e-06,-2.440779469082028e-06
539,1.299130096318611e-06,-2.461920874820935e-06
540,1.307656926202559e-06,-2.482750236889781e-06
541,1.31603435634585e-06,-2.503261446273984e-06
542,1.324260197464533e-06,-2.52344847093936e-06
543,1.332332274970802e-06,-2.54330535692627e-06
544,1.340248429380383e-06,-2.562826229391334e-06
545,1.348006516721024e-06,-2.582005293598226e-06
546,1.355604408941961e-06,-2.600836835859134e-06
547,1.363039994324216e-06,-2.619315224428389e-06
548,1.370311177891543e-06,-2.637434910349941e-06
549,1.377415881821855e-06,-2.655190428260266e-06
550,1.384352045859017e-06,-2.672576397148475e-06
551,1.391117627724767e-06,-2.68958752107518e-06
552,1.397710603530646e-06,-2.706218589851975e-06
553,1.404128968189729e-06,-2.722464479683174e-06
554,1.410370735827991e-06,-2.738320153771542e-06
555,1.41643394019512e-06,-2.753780662889817e-06
556,1.422316635074607e-06,-2.768841145919723e-06
557,1.428016894692912e-06,-2.783496830360259e-06
558,1.433532814127519e-06,-2.797743032806917e-06
559,1.438862509713707e-06,-2.811575159403697e-06
560,1.444004119449847e-06,-2.824988706269451e-06
