"Time","ph"
1085,-0.0001899964033867904
1086,-0.0001859173774229221
1087,-0.0001818264478818692
1088,-0.0001777238092459674
1089,-0.0001736096568657614
1090,-0.0001694841869492163
1091,-0.0001653475965508841
1092,-0.0001612000835610251
1093,-0.0001570418466946847
1094,-0.0001528730854807288
1095,-0.0001486940002508367
1096,-0.0001445047921284517
1097,-0.0001403056630176935
1098,-0.0001360968155922294
1099,-0.0001318784532841078
1100,-0.0001276507802725538
1101,-0.0001234140014727286
1102,-0.0001191683225244517
1103,-0.0001149139497808896
1104,-0.00011065109029721
1105,-0.0001063799518192015
1106,-0.0001021007427718637
1107,-9.781367224796296e-05
1108,-9.351894999656004e-05
1109,-8.921678641150661e-05
1110,-8.490739251991384e-05
1111,-8.059097997059373e-05
1112,-7.626776102247269e-05
1113,-7.193794853297977e-05
1114,-6.760175594640997e-05
1115,-6.325939728226339e-05
1116,-5.891108712356214e-05
1117,-5.455704060514373e-05
1118,-5.019747340193413e-05
1119,-4.583260171720076e-05
1120,-4.146264227078627e-05
1121,-3.708781228732293e-05
1122,-3.270832948443187e-05
1123,-2.832441206090307e-05
1124,-2.393627868486255e-05
1125,-1.954414848192323e-05
1126,-1.514824102332303e-05
1127,-1.074877631405182e-05
1128,-6.345974780963404e-06
1129,-1.940057260880717e-06
1130,2.468755011311445e-06
1131,6.880240414580768e-06
1132,1.129417695366911e-05
1133,1.571034227102315e-05
1134,2.012851365872762e-05
1135,2.454846807044518e-05
1136,2.896998213336012e-05
1137,3.339283216012353e-05
1138,3.781679416080082e-05
1139,4.224164385482042e-05
1140,4.666715668292136e-05
1141,5.109310781910081e-05
1142,5.551927218255703e-05
1143,5.99454244496324e-05
1144,6.437133906574896e-05
1145,6.879679025734125e-05
1146,7.322155204378121e-05
1147,7.764539824929691e-05
1148,8.206810251488105e-05
1149,8.648943831019506e-05
1150,9.090917894545572e-05
1151,9.532709758331737e-05
1152,9.974296725073725e-05
1153,0.0001041565608508305
1154,0.0001085676511747087
1155,0.0001129760109133052
1156,0.0001173814126691828
1157,0.0001217836289683243
1158,0.0001261824322719059
1159,0.0001305775949880497
1160,0.000134968889483558
1161,0.0001393560880956248
1162,0.0001437389631435251
1163,0.0001481172869402823
1164,0.0001524908318043105
1165,0.0001568593700710311
1166,0.0001612226741044648
1167,0.0001655805163087951
1168,0.0001699326691399038
1169,0.0001742789051168785
1170,0.0001786189968334888
1171,0.0001829527169696322
1172,0.0001872798383027461
1173,0.0001916001337191922
1174,0.0001959133762255992
1175,0.0002002193389601755
1176,0.0002045177952039864
1177,0.0002088085183921922
1178,0.0002130912821252488
1179,0.000217365860180071
1180,0.0002216320265211549
1181,0.0002258895553116602
1182,0.0002301382209244498
1183,0.0002343777979530891
1184,0.0002386080612227996
1185,0.0002428287858013696
1186,0.000247039747010019
1187,0.0002512407204342175
1188,0.0002554314819344562
1189,0.0002596118076569717
1190,0.0002637814740444199
1191,0.0002679402578465015
1192,0.0002720879361305349
1193,0.0002762242862919797
1194,0.0002803490860649048
1195,0.0002844621135324065
1196,0.0002885631471369702
1197,0.0002926519656907764
1198,0.0002967283483859529
1199,0.0003007920748047677
1200,0.0003048429249297667
1201,0.0003088806791538506
1202,0.0003129051182902937
1203,0.0003169160235827023
1204,0.0003209131767149116
1205,0.0003248963598208211
1206,0.0003288653554941667
1207,0.0003328199467982307
1208,0.0003367599172754857
1209,0.0003406850509571754
1210,0.0003445951323728275
1211,0.0003484899465597019
1212,0.000352369279072169
1213,0.0003562329159910221
1214,0.0003600806439327213
1215,0.0003639122500585638
1216,0.0003677275220837886
1217,0.0003715262482866064
1218,0.0003753082175171598
1219,0.0003790732192064103
1220,0.0003828210433749516
1221,0.0003865514806417482
1222,0.0003902643222328011
1223,0.0003939593599897361
1224,0.0003976363863783174
1225,0.0004012951944968853
1226,0.0004049355780847126
1227,0.0004085573315302866
1228,0.0004121602498795128
1229,0.0004157441288438339
1230,0.0004193087648082763
1231,0.0004228539548394095
1232,0.0004263794966932288
1233,0.0004298851888229524
1234,0.0004333708303867394
1235,0.0004368362212553227
1236,0.000440281162019559
1237,0.0004437054539978943
1238,0.000447108899243744
1239,0.000450491300552791
1240,0.0004538524614701924
1241,0.0004571921862977054
1242,0.000460510280100722
1243,0.0004638065487152193
1244,0.000467080798754621
1245,0.0004703328376165692
1246,0.000473562473489609
1247,0.0004767695153597825
1248,0.0004799537730171337
1249,0.0004831150570621233
1250,0.0004862531789119517
1251,0.0004893679508067923
1252,0.0004924591858159318
1253,0.0004955266978438177
1254,0.0004985703016360181
1255,0.0005015898127850817
1256,0.0005045850477363106
1257,0.0005075558237934341
1258,0.0005105019591241951
1259,0.0005134232727658348
1260,0.0005163195846304884
1261,0.0005191907155104827
1262,0.0005220364870835393
1263,0.0005248567219178821
1264,0.0005276512434772487
1265,0.0005304198761258063
1266,0.0005331624451329665
1267,0.0005358787766781111
1268,0.0005385686978552145
1269,0.0005412320366773696
1270,0.0005438686220812191
1271,0.0005464782839312838
1272,0.0005490608530241979
1273,0.0005516161610928411
1274,0.0005541440408103768
1275,0.0005566443257941875
1276,0.000559116850609714
1277,0.0005615614507741918
1278,0.0005639779627602933
1279,0.000566366223999665
1280,0.0005687260728863679
1281,0.0005710573487802187
1282,0.0005733598920100281
1283,0.0005756335438767426
1284,0.0005778781466564821
1285,0.0005800935436034787
1286,0.000582279578952919
1287,0.0005844360979236785
1288,0.0005865629467209593
1289,0.0005886599725388288
1290,0.0005907270235626528
1291,0.000592763948971433
1292,0.0005947705989400405
1293,0.0005967468246413488
1294,0.0005986924782482639
1295,0.0006006074129356595
1296,0.0006024914828822046
1297,0.000604344543272094
1298,0.0006061664502966773
1299,0.0006079570611559838
1300,0.0006097162340601516
1301,0.0006114438282307531
1302,0.0006131397039020193
1303,0.0006148037223219655
1304,0.0006164357457534123
1305,0.0006180356374749106
1306,0.000619603261781565
1307,0.0006211384839857541
1308,0.0006226411704177531
1309,0.0006241111884262572
1310,0.0006255484063788011
1311,0.0006269526936620824
1312,0.0006283239206821841
1313,0.0006296619588646955
1314,0.0006309666806547369
1315,0.0006322379595168851
1316,0.0006334756699349953
1317,0.0006346796874119284
1318,0.0006358498884691793
1319,0.0006369861506464061
1320,0.00063808835250086
1321,0.0006391563736067187
1322,0.0006401900945543214
1323,0.0006411893969493074
1324,0.0006421541634116555
1325,0.0006430842775746275
1326,0.0006439796240836153
1327,0.0006448400885948916
1328,0.0006456655577742643
1329,0.0006464559192956347
1330,0.0006472110618394609
1331,0.0006479308750911239
1332,0.0006486152497392045
1333,0.0006492640774736565
1334,0.000649877250983897
1335,0.0006504546639567914
1336,0.0006509962110745544
1337,0.0006515017880125527
1338,0.0006519712914370171
1339,0.0006524046190026601
1340,0.0006528016693502051
1341,0.0006531623421038213
1342,0.0006534865378684679
1343,0.0006537741582271485
1344,0.000654025105738077
1345,0.000654239283931749
1346,0.0006544165973079294
1347,0.0006545569513325448
1348,0.000654660252434495
1349,0.0006547264080023706
1350,0.0006547553263810868
1351,0.0006547469168684271
1352,0.000654701089711506
1353,0.0006546177561031374
1354,0.0006544968281781261
1355,0.0006543382190094701
1356,0.0006541418426044777
1357,0.0006539076139008056
1358,0.0006536354487624072
1359,0.0006533252639754042
1360,0.0006529769772438733
1361,0.0006525905071855506
1362,0.0006521657733274582
1363,0.0006517026961014461
1364,0.0006512011968396591
1365,0.0006506611977699205
1366,0.0006500826220110415
1367,0.0006494653935680476
1368,0.0006488094373273327
1369,0.0006481146790517334
1370,0.000647381045375529
1371,0.0006466084637993649
1372,0.0006457968626851041
1373,0.0006449461712506007
1374,0.0006440563195644029
1375,0.0006431272385403829
1376,0.0006421588599322931
1377,0.0006411511163282588
1378,0.0006401039411451881
1379,0.0006390172686231194
1380,0.000637891033819501
1381,0.0006367251726034004
1382,0.0006355196216496442
1383,0.0006342743184328944
1384,0.0006329892012216576
1385,0.0006316642090722257
1386,0.0006302992818225593
1387,0.0006288943600860985
1388,0.0006274493852455213
1389,0.0006259642994464269
1390,0.0006244390455909703
1391,0.0006228735673314267
1392,0.0006212678090637021
1393,0.0006196217159207828
1394,0.0006179352337661267
1395,0.0006162083091869982
1396,0.0006144408894877442
1397,0.0006126329226830195
1398,0.0006107843574909514
1399,0.000608895143326254
1400,0.0006069652302932899
1401,0.0006049945691790787
1402,0.0006029831114462537
1403,0.0006009308092259681
1404,0.000598837615310753
1405,0.0005967034831473275
1406,0.0005945283668293562
1407,0.0005923122210901684
1408,0.0005900550012954209
1409,0.0005877566634357265
1410,0.0005854171641192303
1411,0.0005830364605641465
1412,0.0005806145105912525
1413,0.0005781512726163418
1414,0.0005756467056426384
1415,0.0005731007692531663
1416,0.0005705134236030854
1417,0.0005678846294119924
1418,0.0005652143479561764
1419,0.0005625025410608481
1420,0.000559749171092329
1421,0.0005569542009502081
1422,0.0005541175940594687
1423,0.0005512393143625806
1424,0.000548319326311562
1425,0.0005453575948600128
1426,0.0005423540854551199
1427,0.0005393087640296328
1428,0.0005362215969938155
1429,0.0005330925512273709
1430,0.0005299215940713389
1431,0.0005267086933199762
1432,0.0005234538172126079
1433,0.0005201569344254628
1434,0.0005168180140634834
1435,0.0005134370256521195
1436,0.0005100139391291055
1437,0.0005065487248362128
1438,0.0005030413535109937
1439,0.0004994917962785076
1440,0.0004959000246430312
1441,0.0004922660104797576
1442,0.0004885897260264829
1443,0.0004848711438752812
1444,0.0004811102369641692
1445,0.000477306978568764
1446,0.000473461342293932
1447,0.0004695733020654299
1448,0.0004656428321215406
1449,0.000461669907004705
1450,0.0004576545015531508
1451,0.0004535965908925165
1452,0.0004494961504274767
1453,0.000445353155833365
1454,0.0004411675830478005
1455,0.0004369394082623085
1456,0.0004326686079139563
1457,0.0004283551586769811
1458,0.0004239990374544306
1459,0.0004196002213698055
1460,0.000415158687758712
1461,0.0004106744141605201
1462,0.0004061473783100322
1463,0.0004015775581291641
1464,0.0003969649317186322
1465,0.0003923094773496613
1466,0.0003876111734556962
1467,0.0003828699986241356
1468,0.0003780859315880803
1469,0.0003732589512180948
1470,0.0003683890365139897
1471,0.000363476166596622
1472,0.0003585203206997181
1473,0.0003535214781617135
1474,0.0003484796184176163
1475,0.0003433947209908962
1476,0.0003382667654853935
1477,0.0003330957315772575
1478,0.0003278815990069098
1479,0.0003226243475710341
1480,0.0003173239571145929
1481,0.0003119804075228784
1482,0.0003065936787135919
1483,0.0003011637506289519
1484,0.0002956906032278387
1485,0.0002901742164779694
1486,0.0002846145703481122
1487,0.0002790116448003294
1488,0.0002733654197822632
1489,0.0002676758752194582
1490,0.0002619429910077192
1491,0.000256166747005511
1492,0.0002503471230264005
1493,0.000244484098831538
1494,0.0002385776541221826
1495,0.0002326277685322688
1496,0.0002266344216210214
1497,0.0002205975928656145
1498,0.0002145172616538766
1499,0.0002083934072770437
1500,0.000202226008922559
1501,0.0001960150456669267
1502,0.0001897604964686121
1503,0.0001834623401609941
1504,0.0001771205554453714
1505,0.0001707351208840192
1506,0.0001643060148933022
1507,0.0001578332157368424
1508,0.0001513167015187425
1509,0.0001447564501768662
1510,0.0001381524394761748
1511,0.0001315046470021269
1512,0.0001248130501541307
1513,0.0001180776261390624
1514,0.0001112983519648442
1515,0.0001044752044340835
1516,9.760816013777573e-05
1517,9.069719544907092e-05
1518,8.374228651710414e-05
1519,7.674340926089069e-05
1520,6.970053936329281e-05
1521,6.261365226504607e-05
1522,5.548272315885635e-05
1523,4.830772698356752e-05
1524,4.108863841839667e-05
1525,3.382543187723757e-05
1526,2.651808150304042e-05
1527,1.916656116225682e-05
1528,1.177084443936352e-05
1529,4.330904631450938e-06
1530,-3.153285257105196e-06
1531,-1.068175251990291e-05
1532,-1.825452475369936e-05
1533,-2.587162986351488e-05
1534,-3.353309606766484e-05
1535,-4.123895190271392e-05
1536,-4.89892262283492e-05
1537,-5.678394823217911e-05
1538,-6.462314743444959e-05
1539,-7.250685369268368e-05
1540,-8.043509720623594e-05
1541,-8.840790852077177e-05
1542,-9.642531853265959e-05
1543,-0.0001044873584932876
1544,-0.0001125940600132885
1545,-0.00012074545506669
1546,-0.0001289415759949759
1547,-0.0001371824555110633
1548,-0.000145468126703198
1549,-0.0001537986230387611
1550,-0.0001621739783679908
1551,-0.0001705942269276181
1552,-0.0001790594033444177
1553,-0.0001875695426386659
1554,-0.0001961246802275164
1555,-0.0002047248519282846
1556,-0.0002133700939616448
1557,-0.000222060442954736
1558,-0.0002307959359441838
1559,-0.0002395766103790233
1560,-0.0002484025041235409
1561,-0.0002572736554600207
1562,-0.000266190103091399
1563,-0.000275151886143832
1564,-0.000284159044169167
1565,-0.0002932116171473244
1566,-0.0003023096454885868
1567,-0.000311453170035796
1568,-0.0003206422320664562
1569,-0.0003298768732947441
1570,-0.0003391571358734272
1571,-0.000348483062395687
1572,-0.0003578546958968487
1573,-0.000367272079856017
1574,-0.000376735258197618
1575,-0.0003862442752928468
1576,-0.0003957991759610199
1577,-0.0004054000054708318
1578,-0.0004150468095415205
1579,-0.0004247396343439329
1580,-0.0004344785265014987
1581,-0.0004442635330911102
1582,-0.0004540947016439006
1583,-0.000463972080145935
1584,-0.0004738957170387978
1585,-0.0004838656612200905
1586,-0.0004938819620438315
1587,-0.000503944669320762
1588,-0.0005140538333185536
1589,-0.0005242095047619208
1590,-0.000534411734832641
1591,-0.0005446605751694741
1592,-0.0005549560778679919
1593,-0.0005652982954803056
1594,-0.0005756872810147046
1595,-0.0005861230879351943
1596,-0.0005966057701609428
1597,-0.0006071353820656283
1598,-0.0006177119784766957
1599,-0.0006283356146745153
1600,-0.0006390063463914479
1601,-0.0006497242298108153
1602,-0.0006604893215657741
1603,-0.0006713016787380986
1604,-0.0006821613588568692
1605,-0.000693068419897062
1606,-0.0007040229202780518
1607,-0.0007150249188620175
1608,-0.0007260744749522523
1609,-0.0007371716482913872
1610,-0.0007483164990595144
1611,-0.0007595090878722249
1612,-0.0007707494757785522
1613,-0.0007820377242588164
1614,-0.0007933738952223905
1615,-0.0008047580510053651
1616,-0.0008161902543681241
1617,-0.0008276705684928331
1618,-0.000839199056980836
1619,-0.0008507757838499589
1620,-0.0008624008135317316
1621,-0.0008740742108685113
1622,-0.0008857960411105232
1623,-0.0008975663699128121
1624,-0.0009093852633321074
1625,-0.0009212527878235959
1626,-0.0009331690102376157
1627,-0.0009451339978162549
1628,-0.0009571478181898683
1629,-0.0009692105393735131
1630,-0.0009813222297632932
1631,-0.0009934829581326186
1632,-0.001005692793628389
1633,-0.001017951805767085
1634,-0.001030260064430781
1635,-0.001042617639863073
1636,-0.001055024602664931
1637,-0.001067481023790461
1638,-0.001079986974542592
1639,-0.001092542526568685
1640,-0.001105147751856059
1641,-0.001117802722727433
1642,-0.001130507511836306
1643,-0.001143262192162239
1644,-0.001156066837006076
1645,-0.00116892151998508
1646,-0.001181826315028001
1647,-0.001194781296370057
1648,-0.001207786538547855
1649,-0.001220842116394223
1650,-0.001233948105032988
1651,-0.001247104579873663
1652,-0.001260311616606072
1653,-0.001273569291194905
1654,-0.001286877679874198
1655,-0.001300236859141748
1656,-0.001313646905753457
1657,-0.00132710789671761
1658,-0.001340619909289081
1659,-0.001354183020963477
1660,-0.001367797309471221
1661,-0.001381462852771555
1662,-0.001395179729046498
1663,-0.001408948016694721
1664,-0.001422767794325382
1665,-0.001436639140751875
1666,-0.001450562134985537
1667,-0.001464536856229283
1668,-0.001478563383871192
1669,-0.001492641797478026
1670,-0.001506772176788695
1671,-0.001520954601707658
1672,-0.001535189152298289
1673,-0.001549475908776158
1674,-0.001563814951502283
1675,-0.001578206360976315
1676,-0.001592650217829673
1677,-0.001607146602818631
1678,-0.001621695596817344
1679,-0.001636297280810844
1680,-0.001650951735887961
1681,-0.00166565904323422
1682,-0.001680419284124667
1683,-0.001695232539916674
1684,-0.001710098892042671
1685,-0.001725018422002863
1686,-0.001739991211357877
1687,-0.001755017341721379
1688,-0.001770096894752646
1689,-0.001785229952149098
1690,-0.00180041659563879
1691,-0.001815656906972864
1692,-0.001830950967917958
1693,-0.001846298860248588
1694,-0.00186170066573948
1695,-0.001877156466157878
1696,-0.00189266634325581
1697,-0.001908230378762326
1698,-0.001923848654375693
1699,-0.00193952125175557
1700,-0.001955248252515145
1701,-0.001971029738213237
1702,-0.001986865790346383
1703,-0.002002756490340884
1704,-0.002018701919544823
1705,-0.002034702159220069
1706,-0.00205075729053424
1707,-0.002066867394552654
1708,-0.002083032552230244
1709,-0.002099252844403459
1710,-0.002115528351782145
1711,-0.002131859154941391
1712,-0.002148245334313369
1713,-0.00216468697017915
1714,-0.002181184142660496
1715,-0.002197736931711646
1716,-0.002214345417111074
1717,-0.002231009678453236
1718,-0.002247729795140304
1719,-0.002264505846373882
1720,-0.002281337911146711
1721,-0.002298226068234363
1722,-0.002315170396186919
1723,-0.002332170973320646
1724,-0.002349227877709652
1725,-0.00236634118717754
1726,-0.002383510979289058
1727,-0.002400737331341723
1728,-0.002418020320357467
1729,-0.002435360023074261
1730,-0.002452756515937727
1731,-0.002470209875092766
1732,-0.00248772017637517
1733,-0.002505287495303232
1734,-0.002522911907069367
1735,-0.002540593486531717
1736,-0.002558332308205768
1737,-0.002576128446255958
1738,-0.002593981974487303
1739,-0.002611892966337009
1740,-0.002629861494866096
1741,-0.002647887632751031
1742,-0.002665971452275353
1743,-0.002684113025321321
1744,-0.002702312423361553
1745,-0.002720569717450687
1746,-0.002738884978217035
1747,-0.002757258275854262
1748,-0.002775689680113066
1749,-0.002794179260292868
1750,-0.002812727085233519
1751,-0.002831333223307009
1752,-0.002849997742409208
1753,-0.002868720709951597
1754,-0.002887502192853031
1755,-0.002906342257531507
1756,-0.002925240969895954
1757,-0.002944198395338039
1758,-0.002963214598723981
1759,-0.002982289644386394
1760,-0.003001423596116143
1761,-0.003020616517154216
1762,-0.003039868470183632
1763,-0.003059179517321339
1764,-0.003078549720110163
1765,-0.003097979139510757
1766,-0.003117467835893592
1767,-0.003137015869030945
1768,-0.003156623298088942
1769,-0.003176290181619595
1770,-0.003196016577552877
1771,-0.003215802543188825
1772,-0.003235648135189666
1773,-0.003255553409571959
1774,-0.003275518421698783
1775,-0.003295543226271932
1776,-0.003315627877324152
1777,-0.003335772428211394
1778,-0.003355976931605107
1779,-0.003376241439484561
1780,-0.003396566003129182
1781,-0.003416950673110931
1782,-0.003437395499286719
1783,-0.003457900530790834
1784,-0.003478465816027415
1785,-0.003499091402662953
1786,-0.003519777337618822
1787,-0.003540523667063845
1788,-0.003561330436406887
1789,-0.003582197690289496
1790,-0.003603125472578553
1791,-0.00362411382635898
1792,-0.003645162793926473
1793,-0.00366627241678026
1794,-0.003687442735615914
1795,-0.003708673790318181
1796,-0.003729965619953855
1797,-0.003751318262764687
1798,-0.003772731756160325
1799,-0.003794206136711298
1800,-0.003815741440142032
1801,-0.003837337701323903
1802,-0.003858994954268323
1803,-0.003880713232119871
1804,-0.003902492567149461
1805,-0.003924332990747534
1806,-0.003946234533417308
1807,-0.003968197224768048
1808,-0.003990221093508385
1809,-0.004012306167439674
1810,-0.004034452473449373
1811,-0.004056660037504489
1812,-0.004078928884645037
1813,-0.004101259038977549
1814,-0.004123650523668621
1815,-0.0041461033609385
1816,-0.004168617572054703
1817,-0.004191193177325683
1818,-0.00421383019609453
1819,-0.004236528646732718
1820,-0.004259288546633866
1821,-0.004282109912207571
1822,-0.004304992758873274
1823,-0.004327937101054127
1824,-0.004350942952170959
1825,-0.004374010324636231
1826,-0.004397139229848059
1827,-0.004420329678184248
1828,-0.004443581678996412
1829,-0.004466895240604077
1830,-0.004490270370288859
1831,-0.004513707074288666
1832,-0.004537205357791948
1833,-0.004560765224931972
1834,-0.004584386678781147
1835,-0.004608069721345379
1836,-0.004631814353558468
1837,-0.004655620575276542
1838,-0.004679488385272523
1839,-0.004703417781230644
1840,-0.004727408759740981
1841,-0.004751461316294047
1842,-0.004775575445275399
1843,-0.004799751139960295
1844,-0.004823988392508393
1845,-0.004848287193958464
1846,-0.004872647534223158
1847,-0.004897069402083807
1848,-0.004921552785185246
1849,-0.004946097670030686
1850,-0.004970704041976613
1851,-0.004995371885227722
1852,-0.005020101182831879
1853,-0.005044891916675146
1854,-0.005069744067476778
1855,-0.005094657614784327
1856,-0.005119632536968715
1857,-0.005144668811219382
1858,-0.005169766413539446
1859,-0.005194925318740887
1860,-0.005220145500439788
1861,-0.00524542693105158
1862,-0.005270769581786329
1863,-0.005296173422644057
1864,-0.005321638422410077
1865,-0.005347164548650373
1866,-0.005372751767707004
1867,-0.005398400044693524
1868,-0.005424109343490445
1869,-0.005449879626740718
1870,-0.005475710855845244
1871,-0.005501602990958412
1872,-0.005527555990983651
1873,-0.005553569813569029
1874,-0.005579644415102857
1875,-0.005605779750709319
1876,-0.005631975774244144
1877,-0.005658232438290269
1878,-0.005684549694153556
1879,-0.005710927491858512
1880,-0.005737365780144042
1881,-0.005763864506459198
1882,-0.005790423616958994
1883,-0.005817043056500186
1884,-0.005843722768637117
1885,-0.005870462695617556
1886,-0.005897262778378561
1887,-0.005924122956542355
1888,-0.005951043168412232
1889,-0.005978023350968461
1890,-0.006005063439864223
1891,-0.006032163369421552
1892,-0.006059323072627287
1893,-0.006086542481129057
1894,-0.006113821525231257
1895,-0.006141160133891053
1896,-0.006168558234714384
1897,-0.006196015753951985
1898,-0.006223532616495438
1899,-0.006251108745873184
1900,-0.0062787440642466
1901,-0.006306438492406047
1902,-0.006334191949766949
1903,-0.006362004354365863
1904,-0.006389875622856567
1905,-0.006417805670506144
1906,-0.006445794411191095
1907,-0.006473841757393419
1908,-0.006501947620196743
1909,-0.006530111909282406
1910,-0.006558334532925594
1911,-0.006586615397991446
1912,-0.006614954409931179
1913,-0.006643351472778195
1914,-0.006671806489144211
1915,-0.006700319360215379
1916,-0.006728889985748404
1917,-0.006757518264066659
1918,-0.006786204092056305
1919,-0.006814947365162408
1920,-0.006843747977385042
1921,-0.0068726058212754
1922,-0.006901520787931902
1923,-0.006930492766996286
1924,-0.0069595216466497
1925,-0.006988607313608793
1926,-0.007017749653121786
1927,-0.007046948548964563
1928,-0.007076203883436701
1929,-0.007105515537357558
1930,-0.007134883390062296
1931,-0.007164307319397929
1932,-0.007193787201719344
1933,-0.007223322911885307
1934,-0.007252914323254477
1935,-0.007282561307681394
1936,-0.007312263735512442
1937,-0.007342021475581828
1938,-0.007371834395207521
1939,-0.007401702360187196
1940,-0.007431625234794141
1941,-0.007461602881773168
1942,-0.007491635162336498
1943,-0.007521721936159632
1944,-0.007551863061377192
1945,-0.007582058394578781
1946,-0.007612307790804769
1947,-0.007642611103542109
1948,-0.007672968184720109
1949,-0.007703378884706189
1950,-0.007733843052301614
1951,-0.007764360534737212
1952,-0.007794931177669065
1953,-0.007825554825174188
1954,-0.00785623131974616
1955,-0.007886960502290779
1956,-0.007917742212121636
1957,-0.007948576286955694
1958,-0.00797946256290887
1959,-0.008010400874491532
1960,-0.008041391054604014
1961,-0.008072432934532105
1962,-0.008103526343942472
1963,-0.008134671110878117
1964,-0.008165867061753757
1965,-0.008197114021351187
1966,-0.008228411812814645
1967,-0.008259760257646109
1968,-0.008291159175700584
1969,-0.008322608385181373
1970,-0.008354107702635285
1971,-0.00838565694294785
1972,-0.008417255919338484
1973,-0.00844890444335562
1974,-0.008480602324871819
1975,-0.008512349372078858
1976,-0.008544145391482762
1977,-0.008575990187898832
1978,-0.008607883564446616
1979,-0.008639825322544875
1980,-0.008671815261906487
1981,-0.00870385318053335
1982,-0.008735938874711236
1983,-0.008768072139004605
1984,-0.008800252766251395
1985,-0.008832480547557794
1986,-0.008864755272292957
1987,-0.008897076728083694
1988,-0.008929444700809117
1989,-0.0089618589745953
1990,-0.00899431933180983
1991,-0.009026825553056396
1992,-0.009059377417169284
1993,-0.009091974701207891
1994,-0.009124617180451175
1995,-0.00915730462839206
1996,-0.009190036816731856
1997,-0.00922281351537459
1998,-0.009255634492421328
1999,-0.009288499514164472
2000,-0.009321408345082011
2001,-0.009354360747831724
2002,-0.009387356483245402
2003,-0.009420395310322949
2004,-0.009453476986226551
2005,-0.009486601266274725
2006,-0.009519767903936395
2007,-0.009552976650824888
2008,-0.00958622725669194
2009,-0.009619519469421633
2010,-0.00965285303502433
2011,-0.009686227697630546
2012,-0.009719643199484805
2013,-0.009753099280939488
2014,-0.009786595680448595
2015,-0.009820132134561512
2016,-0.009853708377916747
2017,-0.009887324143235626
2018,-0.00992097916131595
2019,-0.009954673161025647
2020,-0.009988405869296363
2021,-0.01002217701111704
2022,-0.01005598630952748
2023,-0.01008983348561185
2024,-0.01012371825849216
2025,-0.01015764034532176
2026,-0.01019159946127873
2027,-0.01022559531955933
2028,-0.01025962763137132
2029,-0.0102936961059274
2030,-0.01032780045043844
2031,-0.01036194037010688
2032,-0.01039611556811991
2033,-0.01043032574564281
2034,-0.0104645706018121
2035,-0.01049884983372882
2036,-0.01053316313645166
2037,-0.01056751020299014
2038,-0.01060189072429774
2039,-0.01063630438926505
2040,-0.01067075088471283
2041,-0.0107052298953851
2042,-0.01073974110394223
2043,-0.01077428419095393
2044,-0.01080885883489232
2045,-0.01084346471212492
2046,-0.01087810149690763
2047,-0.01091276886137773
2048,-0.01094746647554684
2049,-0.01098219400729385
2050,-0.01101695112235788
2051,-0.01105173748433116
2052,-0.011086552754652
2053,-0.01112139659259768
2054,-0.01115626865527729
2055,-0.01119116859762469
2056,-0.01122609607239134
2057,-0.01126105073013915
2058,-0.01129603221923342
2059,-0.01133104018583561
2060,-0.01136607427389628
2061,-0.01140113412514785
2062,-0.01143621937909753
2063,-0.01147132967302013
2064,-0.0115064646419509
2065,-0.01154162391867841
2066,-0.01157680713373738
2067,-0.01161201391540153
2068,-0.01164724388967645
2069,-0.01168249668029245
2070,-0.01171777190869747
2071,-0.01175306919404989
2072,-0.01178838815321146
2073,-0.01182372840074019
2074,-0.01185908954888325
2075,-0.01189447120756989
2076,-0.01192987298440435
2077,-0.01196529448465885
2078,-0.01200073531126651
2079,-0.01203619506481432
2080,-0.01207167334353617
2081,-0.01210716974330587
2082,-0.01214268385763011
2083,-0.01217821527764158
2084,-0.01221376359209206
2085,-0.01224932838734547
2086,-0.01228490924737102
2087,-0.01232050575373638
2088,-0.01235611748560085
2089,-0.01239174401970853
2090,-0.01242738493038165
2091,-0.01246303978951378
2092,-0.01249870816656314
2093,-0.01253438962854597
2094,-0.01257008374002988
2095,-0.01260579006312728
2096,-0.01264150815748884
2097,-0.01267723758029698
2098,-0.01271297788625939
2099,-0.01274872862760263
2100,-0.01278448935406573
2101,-0.01282025961289392
2102,-0.01285603894883226
2103,-0.01289182690411947
2104,-0.01292762301848173
2105,-0.01296342682912652
2106,-0.0129992378707366
2107,-0.01303505567546393
2108,-0.01307087977292374
2109,-0.01310670969018859
2110,-0.01314254495178256
2111,-0.01317838507967539
2112,-0.01321422959327686
2113,-0.01325007800943103
2114,-0.01328592984241068
2115,-0.01332178460391178
2116,-0.01335764180304803
2117,-0.01339350094634546
2118,-0.01342936153773711
2119,-0.01346522307855777
2120,-0.01350108506753885
2121,-0.01353694700080323
2122,-0.01357280837186028
2123,-0.01360866867160089
2124,-0.01364452738829264
2125,-0.013680384007575
2126,-0.01371623801245468
2127,-0.01375208888330096
2128,-0.01378793609784123
2129,-0.01382377913115652
2130,-0.01385961745567719
2131,-0.01389545054117868
2132,-0.01393127785477732
2133,-0.01396709886092635
2134,-0.01400291302141187
2135,-0.01403871979534904
2136,-0.0140745186391783
2137,-0.01411030900666172
2138,-0.01414609034887941
2139,-0.01418186211422612
2140,-0.01421762374840786
2141,-0.01425337469443868
2142,-0.01428911439263753
2143,-0.01432484228062526
2144,-0.01436055779332173
2145,-0.01439626036294299
2146,-0.01443194941899863
2147,-0.01446762438828924
