"Time","vhx","vhy"
399,5.308570935422446e-07,9.662297339079208e-05
400,5.229957544180789e-07,9.718908015728911e-05
401,5.146298145215555e-07,9.774808710013731e-05
402,5.057535591257523e-07,9.829981853378101e-05
403,4.963613172340269e-07,9.88440993266102e-05
404,4.864474631981998e-07,9.938075496912738e-05
405,4.760064183328081e-07,9.990961164160947e-05
406,4.650326525246252e-07,0.0001004304962812241
407,4.535206858369333e-07,0.0001009432366485609
408,4.41465090107896e-07,0.0001014476613935385
409,4.288604905424059e-07,0.0001019436001206494
410,4.157015672967779e-07,0.0001024308834535037
411,4.019830570557055e-07,0.000102909343098636
412,3.876997546008041e-07,0.0001033788119085374
413,3.728465143702771e-07,0.0001038391239438779
414,3.574182520089429e-07,0.0001042901145348833
415,3.414099459081199e-07,0.0001047316203418335
416,3.2481663873482e-07,0.0001051634794146461
417,3.076334389495271e-07,0.0001055855312515157
418,2.898555223122204e-07,0.0001059976168565741
419,2.714781333757938e-07,0.000106399578796542
420,2.524965869666118e-07,0.0001067912612563406
421,2.329062696513909e-07,0.0001071725100936349
422,2.127026411900058e-07,0.0001075431728922791
423,1.91881235973769e-07,0.0001079030990146368
424,1.70437664448401e-07,0.0001082521396527487
425,1.483676145214476e-07,0.0001085901478783239
426,1.256668529534982e-07,0.0001089169786915271
427,1.023312267327329e-07,0.0001092324890685396
428,7.835666443234837e-08,0.0001095365380078713
429,5.373917755035726e-08,0.0001098289865754008
430,2.847486183128279e-08,0.0001101096979481234
431,2.559898569418102e-09,0.0001103785374565863
432,-2.400944410700489e-08,0.0001106353726259938
433,-5.123680997093358e-08,0.0001108800732159628
434,-7.91257534514774e-08,0.0001111125112589124
435,-1.076797384090926e-07,0.0001113325610970729
436,-1.369021369313632e-07,0.0001115400994180984
437,-1.667962281497644e-07,0.0001117350052892693
438,-1.973651970777753e-07,0.0001119171601902735
439,-2.28612133470712e-07,0.0001120864480445538
440,-2.605400307075804e-07,0.0001122427552492106
441,-2.931517846953061e-07,0.0001123859707034531
442,-3.264501927956455e-07,0.0001125159858355881
443,-3.604379527751156e-07,0.0001126326946285406
444,-3.951176617781326e-07,0.000112735993643901
445,-4.304918153237635e-07,0.0001128257820444922
446,-4.665628063262308e-07,0.0001129019616154544
447,-5.033329241395045e-07,0.0001129644367838448
448,-5.40804353626174e-07,0.0001130131146367495
449,-5.789791742507808e-07,0.000113047904937908
450,-6.178593591979189e-07,0.0001130687201428514
451,-6.57446774515181e-07,0.0001130754754125546
452,-6.977431782811951e-07,0.0001130680886256065
453,-7.387502197988714e-07,0.0001130464803889007
454,-7.804694388140679e-07,0.0001130105740468538
455,-8.229022647597218e-07,0.0001129602956891543
456,-8.660500160256233e-07,0.0001128955741570521
457,-9.099138992539209e-07,0.0001128163410481926
458,-9.544950086604464e-07,0.0001127225307200104
459,-9.997943253819365e-07,0.0001126140802916859
460,-1.045812716849207e-06,0.0001124909296446807
461,-1.092550936186325e-06,0.0001123530214218618
462,-1.140009621635816e-06,0.0001122003010252277
463,-1.188189296009939e-06,0.000112032716612251
464,-1.23709036616799e-06,0.0001118502190908513
465,-1.286713122519685e-06,0.0001116527621130148
466,-1.337057738554535e-06,0.0001114403020670784
467,-1.388124270397234e-06,0.000111212798068693
468,-1.43991265638897e-06,0.0001109702119504881
469,-1.492422716694607e-06,0.0001107125082504538
470,-1.545654152935655e-06,0.0001104396541990625
471,-1.599606547848962e-06,0.0001101516197051499
472,-1.654279364970992e-06,0.000109848377340579
473,-1.709671948347585e-06,0.000109529902323706
474,-1.765783522269072e-06,0.0001091961725016765
475,-1.822613191030588e-06,0.0001088471683315711
476,-1.880159938717473e-06,0.0001084828728604287
477,-1.938422629015525e-06,0.0001081032717041702
478,-1.997400005045985e-06,0.0001077083530254519
479,-2.057090689225044e-06,0.0001072981075104716
480,-2.11749318314765e-06,0.0001068725283447578
481,-2.17860586749542e-06,0.0001064316111879687
482,-2.240427001968476e-06,0.0001059753541477288
483,-2.302954725240851e-06,0.0001055037577525343
484,-2.366187054939365e-06,0.0001050168249237539
485,-2.430121887645577e-06,0.0001045145609467585
486,-2.494756998920679e-06,0.0001039969734412071
487,-2.560090043352936e-06,0.000103464072330522
488,-2.626118554627451e-06,0.0001029158698105836
489,-2.692839945617957e-06,0.0001023523803176774
490,-2.76025150850032e-06,0.0001017736204957248
491,-2.828350414887435e-06,0.0001011796091628295
492,-2.897133715985188e-06,0.0001005703672771743
493,-2.966598342769176e-06,9.994591790229872e-05
494,-3.03674110618185e-06,9.930628617179277e-05
495,-3.107558697349678e-06,9.865149925343939e-05
496,-3.179047687820063e-06,9.798158631283961e-05
497,-3.251204529817571e-06,9.729657847655393e-05
498,-3.324025556519156e-06,9.659650879479443e-05
499,-3.397506982348017e-06,9.588141220370127e-05
500,-3.471644903285623e-06,9.515132548723758e-05
501,-3.546435297201667e-06,9.440628723873813e-05
502,-3.621874024201372e-06,9.364633782214448e-05
503,-3.697956826989952e-06,9.28715193329619e-05
504,-3.774679331253649e-06,9.208187555897226e-05
505,-3.852037046057077e-06,9.1277451940736e-05
506,-3.930025364256361e-06,9.045829553191919e-05
507,-4.008639562927756e-06,8.962445495947752e-05
508,-4.087874803811232e-06,8.877598038373288e-05
509,-4.167726133768644e-06,8.791292345837476e-05
510,-4.248188485256136e-06,8.703533729042089e-05
511,-4.329256676810224e-06,8.61432764001701e-05
512,-4.410925413547206e-06,8.523679668118059e-05
513,-4.493189287675459e-06,8.431595536030547e-05
514,-4.576042779020216e-06,8.338081095781933e-05
515,-4.659480255560318e-06,8.243142324766773e-05
516,-4.743495973976617e-06,8.146785321786978e-05
517,-4.828084080211471e-06,8.04901630311079e-05
518,-4.913238610038981e-06,7.949841598553347e-05
519,-4.998953489645526e-06,7.849267647582025e-05
520,-5.085222536220159e-06,7.747300995449568e-05
521,-5.172039458554361e-06,7.64394828935791e-05
522,-5.259397857650877e-06,7.539216274655671e-05
523,-5.347291227341008e-06,7.433111791072187e-05
524,-5.435712954910144e-06,7.325641768990924e-05
525,-5.524656321730845e-06,7.21681322576497e-05
526,-5.614114503903357e-06,7.106633262077383e-05
527,-5.704080572902864e-06,6.995109058349048e-05
528,-5.794547496233216e-06,6.882247871196541e-05
529,-5.885508138086694e-06,6.768057029942714e-05
530,-5.976955260009325e-06,6.65254393318224e-05
531,-6.068881521571442e-06,6.535716045404722e-05
532,-6.161279481042963e-06,6.417580893677563e-05
533,-6.25414159607315e-06,6.29814606439095e-05
534,-6.347460224374236e-06,6.177419200067078e-05
535,-6.441227624408774e-06,6.055407996235799e-05
536,-6.535435956080082e-06,5.932120198378709e-05
537,-6.630077281425616e-06,5.807563598943633e-05
538,-6.725143565312707e-06,5.681746034431492e-05
539,-6.820626676136378e-06,5.55467538255728e-05
540,-6.916518386519003e-06,5.426359559486944e-05
541,-7.012810374011119e-06,5.29680651715182e-05
542,-7.10949422179336e-06,5.166024240642286e-05
543,-7.206561419379146e-06,5.034020745681961e-05
544,-7.304003363317432e-06,4.900804076184128e-05
545,-7.401811357895634e-06,4.766382301891457e-05
546,-7.499976615842222e-06,4.630763516100527e-05
547,-7.598490259028523e-06,4.493955833472144e-05
548,-7.697343319169725e-06,4.355967387928681e-05
549,-7.796526738524462e-06,4.216806330639335e-05
550,-7.896031370592957e-06,4.076480828094332e-05
551,-7.995847980813239e-06,3.934999060268818e-05
552,-8.095967247255312e-06,3.792369218877309e-05
553,-8.196379761312838e-06,3.648599505719199e-05
554,-8.297076028392295e-06,3.50369813111613e-05
555,-8.398046468599075e-06,3.357673312441453e-05
556,-8.499281417420603e-06,3.210533272742507e-05
557,-8.600771126405981e-06,3.06228623945568e-05
